"OWNER","TABLE_NAME","COLUMN_NAME","FIELDNAME","FIELDVALUE","XLATLONGNAME","XLATSHORTNAME"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCA","CE Continuing Education","CE Cont Ed"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCB","Cont Ed-Be Boulder Anywhere","CE BBA"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCB","Cont Ed-Be Boulder Anywhere","CE BBA"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCD","CE Boulder Digital Works","CE BDW"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCD","CE Boulder Digital Works","CE BDW"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCE","Cont Ed Contract/Extraordinary","CE Cont/Ex"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCE","CE Extraordinary Program","CE Extra"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BFS","Boulder Sum F Session/2nd 5Wks","Sum F Sess"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BG1","CE Grad 1st 7 weeks","CE Grad 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BG2","CE Grad 2nd 7 weeks","CE Grad 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BGS","Boulder Sum Augmester/3 Wks","Augmester"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI1","Cont Ed-Intern'l Engl Session1","CE IEC 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI1","CE Intern'l English Session 1","CE IEC 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI2","Cont Ed-Intern'l Engl Session2","CE IEC 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI2","CE Intern'l English Session 2","CE IEC 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI3","Cont Ed-IEC Maymester/2 Weeks","CE IEC May"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCO","CE-Be Boulder Anywhere OnCmpus","CE OnCmpus"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCS","Boulder Sum C Session/8 Wks","Sum C Sess"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BD1","Boulder Sum D Session/10 Wks","Sum D Sess"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BD2","Boulder Sum D (w/B D/A Dates)","Sum D SesB"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BE1","Cont Ed-Boulder Eve Session 1","CE Eve 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BE1","CE Evening Session 1","CE Eve 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI3","CE IEC Maymester/2 Weeks","CE IEC May"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI4","Cont Ed-IEC Augmester/2 Weeks","CE IEC Aug"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BI4","CE IEC Augmester/2 Weeks","CE IEC Aug"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIA","Cont Ed-Indvl Instruct Sess 1","CE II 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIA","Cont Ed-Indvl Instruct Sess 1","CE II 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIB","Cont Ed-Indvl Instruct Sess 2","CE II 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C17","C17 (Colo Springs Main)","CM-C17"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C18","C18 (Colo Springs Main)","CM-C18"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C19","C19 (Colo Springs Main)","CM-C19"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C20","C20 (Colo Springs Main)","CM-C20"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C21","C21 (Colo Springs Main)","CM-C21"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BVS","Boulder Campus Variable Sess","Variable"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BWS","Boulder Winter Session","Winter"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BWS","Cont Ed Winter Session","Winter"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C61","ES C61 (Colo Spgs)","CES-C61"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C62","ES C62 (Colo Spgs)","CES-C62"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C63","ES C63 (Colo Spgs)","CES-C63"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","C22","C22 (Colo Springs Main)","CM-C22"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIT","Cont Ed Intern'l Engl 10 Week","CE IEC10wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIT","Cont Ed IEC ESL Credit 10 Week","CE ESL10wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIT","CE IEC ESL Credit 10 Week","CE ESL 10w"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIV","CE IEC Variable Session","CE IEC Var"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BJS","Boulder Sum Julymester/3 Weeks","Julymester"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BL1","Cont Ed-Indep Learn Sess 1 TB","CE IL 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BL1","CE Online TermBased Sess 1","CE OC 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BL2","Cont Ed-Indep Learn Sess 2 TB","CE IL 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BL2","CE Online TermBased Sess 2","CE OC 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BL3","Cont Ed-Indep Learn Sess 3 TB","CE IL 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BL3","CE Online TermBased Full Sess","CE OC 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W4","Four Week - Fourth Session","Four Wk 4"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W5","Four Week - Fifth Session","Four Wk 5"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W6","Four Week - Sixth Session","Four Wk 6"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W7","Four Week - Seventh Session","Four Wk 7"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","5W1","Five Week - First Session","Five Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A22","Medical Period 2, 8 Weeks","Pd 2, 8 Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A23","Medical Period 2, 12 Week","Pd 2,12 Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AC1","First Year (AMC Cont Ed)","AMC CE 1st"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AC2","Second Year (AMC Cont Ed)","AMC CE 2nd"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AC3","Third Year (AMC Cont Ed)","AMC CE 3rd"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","ACR","Regular Semester (AMC Cont Ed)","AMC CE Reg"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","ACV","Variable  (AMC Cont Ed)","AMC CE Var"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","5W3","Five Week - Third Session","Five Wk 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","6W1","Six Week - First","Six Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","6W2","Six Week - Second","Six Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","7W1","Seven Week - First Session","Seven Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","7W2","Seven Week - Second Session","Seven Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W1","Eight Week - First Session","Eight Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W1","Eight Week - First Session","Eight Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W2","Eight Week - Second Session","Eight Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AM4","Fourth Year (AMC)","AMC 4th Yr"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AMA","AMA  Block 1 (AMC)","AMC BL 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AMB","AMB  Block 2 (AMC)","AMC BL 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AME","Early Start (AMC)","AMC Early"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AMR","Regular Semester (AMC)","AMC Reg"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AMV","Variable (AMC)","AMC Reg Va"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B","Boulder 16-Wk Session/Full Sem","MainCampus"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B10","CE Summer 10 Week","CE Sum 10"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B13","CE 3 week session","CE 3 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B15","CE Grad 5-Wk-Session 1","CE 1st 5wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","9W1","Nine Week","Nine Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A","Summer A Session","Sum A"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A11","Medical Period 1, 4 Weeks","Pd 1, 4 Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A12","Medical Period 1, 8 Weeks","Pd 1, 8 Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A13","Medical Pd 1, 12 Weeks","Pd 1,12 Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","A21","Medical Period 2, 4 Weeks","Pd 2, 4 Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BC3","Cont Ed BBA Session 3","CE BBA 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B16","CE Grad 16-Wk Session/Full Sem","CE 16 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B1S","Boulder Summer Main Campus","Summer"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B25","CE Grad 5-Wk-Session 2","CE 2nd 5wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B35","CE Grad 5-Wk-Session 3","CE 3rd 5wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","DCS","CU Succeed","D-CU Succ"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","DCV","Intensive (Den Cont Ed)","D-CE Intsv"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","DCY","Maymester (Den Cont Ed)","D-CE May"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","DM8","Eight Wks (Den)","DM8"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","DM8","Inactive per CBreyare 9/14/09","DM8"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","CS4","Second 4-Wks (Colo Spgs Main)","CM-CS4"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","CSB","Spring Break (Colo Spgs Main)","CM-CSB"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","CSE","IGNORE","IGNORE"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BPS","Boulder Campus Pre-Semester","Pre-Semstr"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BS1","Boulder Sum Session-1st 7 Wks","1st 7 Week"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BS1","Boulder Sum Session-1st 6 Wks","1st 6 Week"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","DMA","First Four Wks (Den)","D-1st4 Wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCF","Cont Ed-CAETE Full Session","CE CAETE"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCF","Cont Ed-CAETE Full Session","CE CAETE"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCO","Cont Ed-CAETE On Campus","CE OnCmpus"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BCO","CE-Be Boulder Anywhere OnCmpus","CE OnCmpus"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BA9","Cont Ed Aspen Music","CE AspnMus"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BA9","Cont Ed Aspen Music","CE AspnMus"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BAM","Boulder Sum Maymester/3 Weeks","Maymester"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BAS","Boulder Sum A Session/1st 5Wks","Sum A Sess"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BBS","Boulder Sum B Session/2nd 5Wks","Sum B Sess"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BC1","Cont Ed-CAETE Session 1","CE CAETE 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BC1","Cont Ed BBA Session 1","CE BBA 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B41","Boulder Campus 4-Wk Session 1","1st 4 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B42","Boulder Campus 4-Wk Session 2","2nd 4 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B43","Boulder Campus 4-Wk Session 3","3rd 4 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B44","Boulder Campus 4-Wk Session 4","4th 4 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B51","Boulder Campus 5-Wk Session 1","1st 5 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B52","Boulder Campus 5-Wk Session 2","2nd 5 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B53","Boulder Campus 5-Wk Session 3","3rd 5 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B81","Boulder Campus 8-Wk Session 1","1st 8 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","B82","Boulder Campus 8-Wk Session 2","2nd 8 wks"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AM1","First Year (AMC)","AMC 1st Yr"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AM2","Second Year (AMC)","AMC 2nd Yr"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","AM3","Third Year (AMC)","AMC 3rd Yr"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1","Regular Academic Session","Regular"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1","Regular Academic Session","Regular"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WB","One Week - Second Session","One Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WC","One Week - Third Session","One Wk 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WD","One Week - Fourth Session","One Wk 4"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WE","One Week - FifthSession","One Wk 5"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WF","One Week - Sixth Session","One Wk 6"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WG","One Week - Seventh Session","One Wk 7"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WH","One Week - Eighth Session","One Wk 8"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WI","One Week - Ninth Session","One Wk 9"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WJ","One Week - Tenth Session","One Wk 10"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WK","One Week - Eleventh Session","One Wk 11"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","5W2","Five Week - Second Session","Five Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WL","One Week - Twelveth Session","One Wk 12"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WM","One Week - Thirteenth Session","One Wk 13"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WN","One Week - Fourteenth Session","One Wk 14"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WO","One Week - Fifteenth Session","One Wk 15"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WP","One Week - Sixteenth Session","One Wk 16"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W1","Two Week - First Session","Two Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W2","Two Week - Second Session","Two Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W3","Two Week - Third Session","Two Wk 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W4","Two Week - Fourth Session","Two Wk 4"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W5","Two Week - Fifth Session","Two Wk 5"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W6","Two Week - Sixth Session","Two Wk 6"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W7","Two Week -  Seventh Session","Two Wk 7"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","2W8","Two Week - Eighth Session","Two Wk 8"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","10W","10 Week","10 Week"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","12W","Twelve Week","Twelve Wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","1WA","One Week - First Session","One Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIB","Cont Ed-Indvl Instruct Sess 2","CE II 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIC","Cont Ed-Indvl Instruct Sess 3","CE II 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIC","Cont Ed-Indvl Instruct Sess 3","CE II 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIC","Cont Ed Intern'l Engl Credit","CE IEC Crd"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BIC","CE Intern'l English Credit","CE IEC Crd"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BII","Cont-Ed Individ Instruction","CE Ind Ins"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BII","CE Individual Instruction","CE Ind Ins"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BET","Cont Ed-Boulder Eve 10 Weeks","CE Eve10wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BET","CE Evening 10 Weeks","CE Eve10wk"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BM1","Cont Ed-Evening MBA Session 1","CE EMBA 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BM1","CE Evening MBA Session 1","CE EMBA 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","BM2","Cont Ed-Evening MBA Session 2","CE EMBA 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W2","Eight Week - Second Session","Eight Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W3","Eight Week - Third Session","Eight Wk 3"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W4","Eight Week - Fourth Session","Eight Wk 4"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","8W5","Eight Week - Fifth Session","Eight Wk 5"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W1","Four Week - First","Four Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W1","Four Week - First Session","Four Wk 1"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W2","Four Week - Second","Four Wk 2"
"CU_BLD_STDNT","PS_CU_D_AUD_GRADE_BLD","SESSION_CODE","SESSION_CODE","4W2","Four Week - Second Session","Four Wk 2"
