"OWNER","TABLE_NAME","COLUMN_NAME","FIELDNAME","FIELDVALUE","XLATLONGNAME","XLATSHORTNAME"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","HON","Honours","Honours"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","IE","Industrial Experience","IE"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","MAS","Masters","Masters"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","P1","Professional Year 1","Prof 1"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","P2","Professional Year 2","Prof 2"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","P3","Professional Year 3","Prof 3"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","P4","Professional Year 4","Prof 4"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","PHD","PhD","PhD"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","00","Not Set","Not Set"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","01","First Year","1st Year"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","02","Second Year","2nd Year"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","03","Third Year","3rd Year"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","04","Fourth Year","4th Year"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","05","Fifth Year","5th Year"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","06","Sixth Year","6th Year"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","09","Unclassified","Unclass"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","10","Freshman","Freshman"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","20","Sophomore","Sophomore"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","30","Junior","Junior"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","40","Senior","Senior"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","45","Senior Fifth Year","Senior 5th"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","50","Post-Bacc Undergraduate","Post-Bacc"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","GR","Graduate","Graduate"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACADEMIC_LEVEL","ACADEMIC_LEVEL","GRA","Graduate AUS","Grad AUS"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","VETM","Veterinary Medicine","D.V.M."
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","VAVO","Advanced General Educ. (NLD)","VAVO"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","UGRD","Undergraduate","UGRD"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","UGRD","Undergraduate","Undergrad"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","UENG","Undergraduate Engineering","Ugrad Engr"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","TECH","Technical","Technical"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","RSCH","Research","Research"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","PHAR","Pharmacy","PHAR"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","PGRD","Postgraduate","Postgrad"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","NONA","Non Award","Non Award"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","NOCR","Non-credit","NOCR"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","GRD3","Graduate3","GRD3"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","BAC","Bachelor (NLD)","Bachelor"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","BBL","Vocational Coaching (NLD)","BBL"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","BOL","Vocational Training (NLD)","BOL"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","BUSN","Graduate Business","Grad Bus"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","CNED","Continuing Education","Contng Ed"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","CRED","Semester Credit","Credit"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","DENT","Dentistry","DENT"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","DNP","Doctor of Nursing Practice","DNP"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","DPT","Doctor of Physical Therapy","DPT"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","EDU","Education (NLD)","EDU"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","EXED","Extended Education","Extd Ed"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","GRAD","Graduate","Graduate"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","GRAD","Graduate","GRAD"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","LAW","Law","Law"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","LAW","Law","LAW"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","MED","Medicine","MED"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","MEDS","Medical School","Medical"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","NCHS","Non-credit High School","NCHS"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER","ACAD_CAREER","NDGR","Graduate Non-degree","NDGR"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_CAREER_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_LOAD_APPR","ACAD_LOAD_APPR","F","Full-Time","Full-Time"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_LOAD_APPR","ACAD_LOAD_APPR","P","Part-Time","Part-Time"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_LOAD_APPR","ACAD_LOAD_APPR","O","Vocational Training (NLD)","BOL"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_LOAD_APPR","ACAD_LOAD_APPR","E","Part-time Vocational Tr (NLD)","BOL Part t"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_LOAD_APPR","ACAD_LOAD_APPR","D","Dual (NLD)","Dual"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_LOAD_APPR","ACAD_LOAD_APPR","B","Vocational Coaching (NLD)","BBL"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_PROG","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_PROG_DUAL","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACAD_PROG_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ACTION_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADDRESS1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADDRESS2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADDRESS3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADDRESS4","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADDRESS_TYPE","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMISSION_RES","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMIT_TERM","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMIT_TERM_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMIT_TYPE","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMIT_TYPE_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMT_CUR_TERM_FLG","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADMT_DT_MAX","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_CMPLT_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_COMPLETE","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_CTR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","WWW","Web Application","Web Appl"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","SRV","Application Service","Appl Serv"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","SOP","SOPHAS","SOPHAS"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","SLA","Slate","Slate"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","ROY","ROYALL","ROYALL"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","PTC","PTCAS","PTCAS"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","PHC","PharmCAS","PharmCAS"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","OUA","Ontario University Application","OUAC"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","LAW","LAW","LAW"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","MCS","AMCAS","AMCAS"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","HRD","Hard Copy","Hard Copy"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","FER","Fire Engine Red","FER"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","EDI","EDI","EDI"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","DSK","Diskette","Diskette"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","DEN","ADEA","ADEA"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","CSP","CASPA","CASPA"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","CMN","Common App","CommonApp"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","CIC","College in Colorado","CollegeCO"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","APY","Apply Yourself","ApplyYour"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_METHOD","ADM_APPL_METHOD","SFC","SalesForce Admissions Connect","SFC"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_APPL_NBR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_CREATION_BY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_CREATION_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_UPDATED_BY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","ADM_UPDATED_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AFS1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AFS1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AFS2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AFS2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AFS3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AFS3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AOI1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AOI1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AOI2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AOI2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AOI3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","AOI3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_COMP_CUR_TERM_FLG","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_COMP_DT_MAX","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_AMT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_PAID","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_STATUS","APPL_FEE_STATUS","WVD","Waived","Waived"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_STATUS","APPL_FEE_STATUS","PEN","Pending","Pending"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_STATUS","APPL_FEE_STATUS","DEF","Deferred Payment","Deferred"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_STATUS","APPL_FEE_STATUS","WRQ","Waiver Request","Waiver"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_STATUS","APPL_FEE_STATUS","REC","Received","Received"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_TYPE","APPL_FEE_TYPE","INT","International","Internatnl"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_FEE_TYPE","APPL_FEE_TYPE","STN","Standard","Standard"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APPL_PROG_NBR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APP_FEE_STATUS","APP_FEE_STATUS","3","Need Recalculation","Need Reclc"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APP_FEE_STATUS","APP_FEE_STATUS","1","Pending","Pending"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","APP_FEE_STATUS","APP_FEE_STATUS","2","Calculated","Calculated"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","BIRTHDATE","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CAMPUS","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CAMPUS_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CITIZENSHIP_COUNTRY_DESCR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CITIZENSHIP_STATUS","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CITIZENSHIP_STATUS_DESCR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CITY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB4","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS1_SUB4_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB4","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS2_SUB4_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB4","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COS3_SUB4_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COUNTRY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","COUNTRY_DESCR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CREATED_EW_DTTM","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CRT1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CRT1_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CRT2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CRT2_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CRT3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CRT3_LD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_BRANCH","CU_MILITARY_BRANCH","SPF","Space Force","SpaceForce"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_BRANCH","CU_MILITARY_BRANCH","NAV","Navy","Navy"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_BRANCH","CU_MILITARY_BRANCH","CST","Coast Guard","CoastGuard"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_BRANCH","CU_MILITARY_BRANCH","ARM","Army","Army"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_BRANCH","CU_MILITARY_BRANCH","AIR","Air Force","Air Force"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_BRANCH","CU_MILITARY_BRANCH","MRN","Marines","Marines"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","1","Active Duty","Actv Duty"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","2","Active Reserve","Actv Resv"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","3","Inactive Reserve","Inact Resv"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","4","National Guard","Ntnl Guard"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","7","Dependent Receiving Benefits","Dpt Rc Ben"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","6","Veteran ( VA Ineligible )","Vtrn Inelg"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","5","Not a Veteran","Non Vtrn"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","8","Spouse Receiving Benefits","Sp Re Bnft"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","9","Operation Enduring Freedom","OEF"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","V","Veteran","Veteran"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","I","Operation Iraqi Freedom","OIF"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","D","Family Member of Veteran","FM Veteran"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","A","Current Dependent","Curnt Dpdt"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","B","Previously Served","P Served"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_MILITARY_STS_CD","CU_MILITARY_STS_CD","C","Family Member of ActiveService","Active Svc"
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_QUALPOINTS","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","CU_QUALUNITS","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DECEASED","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_ACT_CD","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_ADDRESS1","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_ADDRESS2","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_ADDRESS3","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_ADDRESS4","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_CITY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_COUNTRY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_COUNTRY_DESCR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_COUNTY","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_DATA_SOURCE","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_DEGREE","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_DEGREE_DESCR","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_DEGREE_DT","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_DEGREE_STATUS","","","",""
"CU_BLD_STDNT","CU_ADM_MAIN_FINAL_BLD","DEG1_EXT_CAREER","","","",""
